date,title,source,author,link 
2018/06/20,Forced Separation of Families Is Trump's 'Katrina Moment',Guardian,Jill Abramson,https://www.realclearpolitics.com/2018/06/20/forced_separation_of_families_is_trump039s_039katrina_moment039_445279.html
2018/06/20,Betting on Trump Against the Political Establishment,The Hill,John Feehery,https://www.realclearpolitics.com/2018/06/20/betting_on_trump_against_the_political_establishment_445274.html
2018/06/20,Republicans Seek Border Policy Fix as Trump Holds Firm,RCP,Caitlin Huey-Burns,https://www.realclearpolitics.com/2018/06/20/republicans_seek_border_policy_fix_as_trump_holds_firm_445352.html
2018/06/20,The Dystopia Is Here,New York Times,Daniel Olivas,https://www.realclearpolitics.com/2018/06/20/the_dystopia_is_here_445384.html
2018/06/20,Poll: Everyone Except Dems Feels Unusually Optimistic,Examiner,David Freddoso,https://www.realclearpolitics.com/2018/06/20/poll_everyone_except_dems_feels_unusually_optimistic_445377.html
2018/06/20,"Peter Strzok Is a Patriot, Not a 'Sick Loser'",USA Today,Aitan Goelman,https://www.realclearpolitics.com/2018/06/20/peter_strzok_is_a_patriot_not_a_039sick_loser039_445393.html
2018/06/20,Comedy of Corruption? Or Bureaucratic Horror Show?,Am. Greatness,Roger Kimball,https://www.realclearpolitics.com/2018/06/20/comedy_of_corruption_or_bureaucratic_horror_show_445362.html
2018/06/20,The Fall of James Brien Comey,The Spectator,Byron York,https://www.realclearpolitics.com/2018/06/20/the_fall_of_james_brien_comey_445371.html
2018/06/20,Why Obama Is Worried About 'Truth Decay',CNN,Rich,https://www.realclearpolitics.com/2018/06/20/why_obama_is_worried_about_039truth_decay039_445390.html
2018/06/20,The Bad Hate the Good: SPLC vs. Prager University,Investor's Biz Daily,Dennis Prager,https://www.realclearpolitics.com/2018/06/20/the_bad_hate_the_good_splc_vs_prager_university_445258.html
2018/06/20,Trump to Dictators: Have a Nice Day,New York Times,Thomas Friedman,https://www.realclearpolitics.com/2018/06/20/trump_to_dictators_have_a_nice_day_445382.html
2018/06/20,"The 1 Picture That Makes Russia, China Cringe in Fear",Natl Interest,Kyle Mizokami,https://www.realclearpolitics.com/2018/06/20/the_1_picture_that_makes_russia_china_cringe_in_fear_445165.html
2018/06/20,Bahrain's Hezbollah Problem Is a U.S. Problem Too,RCP,Abdullah bin Rashid Al Khalifa,https://www.realclearpolitics.com/2018/06/20/bahrain039s_hezbollah_problem_is_a_us_problem_too_445365.html
2018/06/20,Robert De Niro Said What We're All Thinking,HuffPost,Michelangelo Signorile,https://www.realclearpolitics.com/2018/06/20/robert_de_niro_said_what_we039re_all_thinking_444954.html
2018/06/20,WTF Happened to Hollywood?,Washington Examiner,James Rosen,https://www.realclearpolitics.com/2018/06/20/wtf_happened_to_hollywood_445375.html
2018/06/20,WV: Manchin (D) +7 | ND: Cramer (R) +4 | MT: Tester (D) +8,,,https://www.realclearpolitics.com/epolls/latest_polls/senate/
2018/06/20,Dems Have Zero Tolerance for Illegal Immigration Solution,Federalist,David Harsanyi,https://www.realclearpolitics.com/2018/06/20/dems_have_zero_tolerance_for_illegal_immigration_solution_445437.html
2018/06/20,"'Zero-Tolerance' Policy Is Immoral, Un-American--and Ineffective",WP,Jeh Johnson,https://www.realclearpolitics.com/2018/06/20/039zero-tolerance039_policy_is_immoral_un-american--and_ineffective_445376.html
2018/06/20,"What We Want Is a Safe, Lawful System of Immigration",USA Today,Jeff Sessions,https://www.realclearpolitics.com/2018/06/20/what_we_want_is_a_safe_lawful_system_of_immigration_445392.html
2018/06/20,Trump's Small Hostages,New York Times,Frank Bruni,https://www.realclearpolitics.com/2018/06/20/trump039s_small_hostages_445339.html
2018/06/20,Here Are the Photos Under Obama the Media Won't Show You,DC,Benny Johnson,https://www.realclearpolitics.com/2018/06/20/here_are_the_photos_under_obama_the_media_won039t_show_you_445438.html
2018/06/20,Trump's Deal With Kim Is Far From Closed,Washington Post,David Ignatius,https://www.realclearpolitics.com/2018/06/20/trump039s_deal_with_kim_is_far_from_closed_445388.html
2018/06/20,The Donald Trump Negotiations Academy,Jerusalem Post,Caroline Glick,https://www.realclearpolitics.com/2018/06/20/the_donald_trump_negotiations_academy_445443.html
2018/06/20,What It's Like to Be Caught Up in the Russia Witch Hunt,USA Today,J.D. Gordon,https://www.realclearpolitics.com/2018/06/20/what_it039s_like_to_be_caught_up_in_the_russia_witch_hunt_445327.html
2018/06/20,Trump's Backwards Interpretation of the IG Report,The Week,Scott Lemieux,https://www.realclearpolitics.com/2018/06/20/trump039s_backwards_interpretation_of_the_ig_report_445226.html
2018/06/20,Harvard's Secret System to Avoid 'Too Many Asians',New York Post,Rich Lowry,https://www.realclearpolitics.com/2018/06/20/harvard039s_secret_system_to_avoid_039too_many_asians039_445354.html
2018/06/20,When Children Say They're Trans,The Atlantic,Jesse Singal,https://www.realclearpolitics.com/2018/06/20/when_children_say_they039re_trans_445380.html
2018/06/20,,,,
2018/06/19,From 'I Alone Can Fix It' to 'Change the Laws!',The Atlantic,David Graham,https://www.realclearpolitics.com/2018/06/19/from_039i_alone_can_fix_it039_to_039change_the_laws039_445290.html
2018/06/19,Border Crisis Grows Worse as DC Sits on the Sidelines,The Hill,Jenny Beth Martin,https://www.realclearpolitics.com/2018/06/19/border_crisis_grows_worse_as_dc_sits_on_the_sidelines_445273.html
2018/06/19,What Trump Gets Right About Europe,New York Times,Jochen Bittner,https://www.realclearpolitics.com/2018/06/19/what_trump_gets_right_about_europe_445265.html
2018/06/19,"Transatlantic Relationship at Risk, Says NATO Chief",The Guardian,Daniel Boffey,https://www.realclearpolitics.com/2018/06/19/transatlantic_relationship_at_risk_says_nato_chief_445278.html
2018/06/19,"Trump, Reagan Both Ignited Talk of Overseas Ire",New York Sun,Ira Stoll,https://www.realclearpolitics.com/2018/06/19/trump_reagan_both_ignited_talk_of_overseas_ire_445259.html
2018/06/19,White House Digs In on Border Policy,RealClearPolitics,Caitlin Huey-Burns,https://www.realclearpolitics.com/2018/06/19/white_house_digs_in_on_border_policy_445262.html
2018/06/19,Trump Will Pay a Political Price for His Cruelty,Slate,Jamelle Bouie,https://www.realclearpolitics.com/2018/06/19/trump_will_pay_a_political_price_for_his_cruelty_445288.html
2018/06/19,Who's Going to Be the Next Mondale?,American Greatness,Michael Walsh,https://www.realclearpolitics.com/2018/06/19/who039s_going_to_be_the_next_mondale_445287.html
2018/06/19,Trump Blunders Forward With Incoherent Trade Policy,HuffPost,Robert Kuttner,https://www.realclearpolitics.com/2018/06/19/trump_blunders_forward_with_incoherent_trade_policy_445277.html
2018/06/19,How to Win a Trade War With China,FOX News,Peter Morici,https://www.realclearpolitics.com/2018/06/19/how_to_win_a_trade_war_with_china_445272.html
2018/06/19,Now It's Up to Voters to Stop Gerrymandering,The Nation,John Nichols,https://www.realclearpolitics.com/2018/06/19/now_it039s_up_to_voters_to_stop_gerrymandering_445292.html
2018/06/19,Impeach Rod Rosenstein,Wall Street Journal,William McGurn,https://www.realclearpolitics.com/2018/06/19/impeach_rod_rosenstein_445289.html
2018/06/19,Death Star for Trump: Do We Really Need a Space Force?,The Week,David Brown,https://www.realclearpolitics.com/2018/06/19/death_star_for_trump_do_we_really_need_a_space_force_445285.html
2018/06/19,"On Blue Waves, Red Meat, and Black Outreach",RealClearPolitics,Robert Heiler,https://www.realclearpolitics.com/2018/06/19/on_blue_waves_red_meat_and_black_outreach_445261.html
2018/06/19,"In Trump's U.S., We're Upside Down, at War With Ourselves",NYDN,Margaret Carlson,https://www.realclearpolitics.com/2018/06/19/in_trump039s_us_we039re_upside_down_at_war_with_ourselves_445181.html
2018/06/19,The SPLC Has Its Nose Rubbed in the Dirt,Commentary,Sohrab Ahmari,https://www.realclearpolitics.com/2018/06/19/the_splc_has_its_nose_rubbed_in_the_dirt_445291.html
2018/06/19,Our Instinct for In-Group Loyalty,Splice Today,Matt Johnson,https://www.realclearpolitics.com/2018/06/19/our_instinct_for_in-group_loyalty_445283.html
2018/06/19,What the IG Report Refuses to Admit: The Fix Was In,NRO,Andrew McCarthy,https://www.realclearpolitics.com/2018/06/19/what_the_ig_report_refuses_to_admit_the_fix_was_in_445334.html
2018/06/19,It Took Kids in Cages for Media to Call Out Trump's Lies,USA Today,Bill Goodykoontz,https://www.realclearpolitics.com/2018/06/19/it_took_kids_in_cages_for_media_to_call_out_trump039s_lies_445328.html
2018/06/19,Media Hypocrisy and Outright Lies Never Cease,The American Spectator,Dov Fischer,https://www.realclearpolitics.com/2018/06/19/media_hypocrisy_and_outright_lies_never_cease_445323.html
2018/06/19,Gillibrand: Trump's Policies 'Come From the Darkness',Politico,Edward-Isaac Dovere,https://www.realclearpolitics.com/2018/06/19/gillibrand_trump039s_policies_039come_from_the_darkness039_445330.html
2018/06/19,Protecting Our Border Does Not Make Us Nazis,RealClearPolitics,Steve Cortes,https://www.realclearpolitics.com/2018/06/19/protecting_our_border_does_not_make_us_nazis_445335.html
2018/06/19,Fall of the American Empire,New York Times,Paul Krugman,https://www.realclearpolitics.com/2018/06/19/fall_of_the_american_empire_445281.html
2018/06/19,Back to Pax Americana?,Jerusalem Post,Ofer Israeli,https://www.realclearpolitics.com/2018/06/19/back_to_pax_americana_445280.html
2018/06/19,A New Revolution in Mexico,The New Yorker,Jon Anderson,https://www.realclearpolitics.com/2018/06/19/a_new_revolution_in_mexico_445238.html
2018/06/19,Violence in Mexico Driving Crisis at the Border,The Federalist,Ben Domenech,https://www.realclearpolitics.com/2018/06/19/violence_in_mexico_driving_crisis_at_the_border_445233.html
2018/06/19,Will the Court Ever Address Gerrymandering?,New York Times,Richard Pildes,https://www.realclearpolitics.com/2018/06/19/will_the_court_ever_address_gerrymandering_445346.html
2018/06/19,Why the Supreme Court Punted in Redistricting Case,RealClearPolitics,Rick Esenberg,https://www.realclearpolitics.com/2018/06/19/why_the_supreme_court_punted_in_redistricting_case_445336.html
2018/06/19,Is California Too Much of a Good Thing?,Washington Times,Wesley Pruden,https://www.realclearpolitics.com/2018/06/19/is_california_too_much_of_a_good_thing_445294.html
2018/06/18,A Juicy Tale of Corruption: Trump Voters Say 'Told Ya So',CBS News,Michael Graham,https://www.realclearpolitics.com/2018/06/18/a_juicy_tale_of_corruption_trump_voters_say_039told_ya_so039_445174.html
2018/06/18,Defending Mueller: Future of the Republic Is at Stake, Daily Beast,Michael Tomasky,https://www.realclearpolitics.com/2018/06/18/defending_mueller_future_of_the_republic_is_at_stake_445195.html
2018/06/18,FBI/DOJ: The Clean Up Crew or Cover Up Crew?,Fox News Sunday,Rep. Trey Gowdy,https://www.realclearpolitics.com/2018/06/18/fbidoj_the_clean_up_crew_or_cover_up_crew_445188.html
2018/06/18,Trump Makes Us Live in His Delusional Reality Show,NY Magazine,Andrew Sullivan,https://www.realclearpolitics.com/2018/06/18/trump_makes_us_live_in_his_delusional_reality_show_445139.html
2018/06/18,Trump's Foreign Policy Appears Poised for Success,National Interest,Dmitri Simes,https://www.realclearpolitics.com/2018/06/18/trump039s_foreign_policy_appears_poised_for_success_445166.html
2018/06/18,Attacks on Allies Are Widening the Atlantic,Bloomberg,James Stavridis,https://www.realclearpolitics.com/2018/06/18/attacks_on_allies_are_widening_the_atlantic_445024.html
2018/06/18,The Dream & the Nightmare of Globalization,American Greatness,Victor Davis Hanson,https://www.realclearpolitics.com/2018/06/18/the_dream_amp_the_nightmare_of_globalization_445153.html
2018/06/18,Trump and the Baby Snatchers,New York Times,Charles Blow,https://www.realclearpolitics.com/2018/06/18/trump_and_the_baby_snatchers_445178.html
2018/06/18,Wanna Stop Parent-Child Separation? Build the Wall,Washington Times,Charles Hurt,https://www.realclearpolitics.com/2018/06/18/wanna_stop_parent-child_separation_build_the_wall_445186.html
2018/06/18,Separating Families at the Border Breaks My Heart,Washington Post,Laura Bush,https://www.realclearpolitics.com/2018/06/18/separating_families_at_the_border_breaks_my_heart_445187.html
2018/06/18,Is Ranked-Choice Voting Transforming Our Politics?,RealClearPolitics,Bill Scher,https://www.realclearpolitics.com/2018/06/18/is_ranked-choice_voting_transforming_our_politics_445169.html
2018/06/18,American Elites Are Unravelling as They Cling to Status Quo,FOX News,Steve Hilton,https://www.realclearpolitics.com/2018/06/18/american_elites_are_unravelling_as_they_cling_to_status_quo_445180.html
2018/06/18,Trump's Go-to Excuse,Axios,Mike Allen,https://www.realclearpolitics.com/2018/06/18/trump039s_go-to_excuse_445172.html
2018/06/18,Dems & Black America: They Have Reason to Worry,Am. Greatness,Christopher Gage,https://www.realclearpolitics.com/2018/06/18/dems_amp_black_america_they_have_reason_to_worry_445057.html
2018/06/18,Trump's Strategy Brands Republicans as Racist and Sexist,NYT,Stanley Greenberg,https://www.realclearpolitics.com/2018/06/18/trump039s_strategy_brands_republicans_as_racist_and_sexist_445179.html
2018/06/18,"Real Racism in Elite Universities, Not Trump's Twitter Feed",Examiner,Ying Ma,https://www.realclearpolitics.com/2018/06/18/real_racism_in_elite_universities_not_trump039s_twitter_feed_444765.html
2018/06/18,Parents' Screen Time Is Hurting Kids,The Atlantic,Erika Christakis,https://www.realclearpolitics.com/2018/06/18/parents039_screen_time_is_hurting_kids_445156.html
2018/06/18,CBS - 42% | CNN - 41% | Gallup - 45% | RCP Avg - 43.7%,,,https://www.realclearpolitics.com/epolls/other/president_trump_job_approval-6179.html
2018/06/18,Watching the World Change From Inside the Obama WH,Vanity Fair,Dan Pfeiffer,https://www.realclearpolitics.com/2018/06/18/watching_the_world_change_from_inside_the_obama_wh_445231.html
2018/06/18,What Is the Justice Department Hiding on Trump-Russia?, Examiner,Byron York,https://www.realclearpolitics.com/2018/06/18/what_is_the_justice_department_hiding_on_trump-russia_445176.html
2018/06/18,"No, Trump Has Not Been 'Exonerated' on Russia",USA Today,Caroline Fredrickson,https://www.realclearpolitics.com/2018/06/18/no_trump_has_not_been_039exonerated039_on_russia_445189.html
2018/06/18,Laura Bush & the Democrats' BS Propaganda Effort,American Thinker,Thomas Lifson,https://www.realclearpolitics.com/2018/06/18/laura_bush_amp_the_democrats039_bs_propaganda_effort_445247.html
2018/06/18,Trump's Immigration Policy Gets Its Moral Reckoning, Atlantic,Krishnadev Calamur,https://www.realclearpolitics.com/2018/06/18/trump039s_immigration_policy_gets_its_moral_reckoning_445244.html
2018/06/18,"Title X Rule Will Hurt Planned Parenthood, But Help Women",RCP,Grazie Christie,https://www.realclearpolitics.com/2018/06/18/title_x_rule_will_hurt_planned_parenthood_but_help_women_445239.html
2018/06/18,Trump's Envy of Kim Jong-un,New York Times,Roger Cohen,https://www.realclearpolitics.com/2018/06/18/trump039s_envy_of_kim_jong-un_445033.html
2018/06/18,Why Iran Will Choose to Negotiate With Trump,Washington Post,Zalmay Khalilzad,https://www.realclearpolitics.com/2018/06/18/why_iran_will_choose_to_negotiate_with_trump_445023.html
2018/06/18,The Revolt Against the Open Door Comes to Germany,PJ Media,Richard Fernandez,https://www.realclearpolitics.com/2018/06/18/the_revolt_against_the_open_door_comes_to_germany_445154.html
2018/06/18,"In the Balkans, a Chance to Stabilize Europe",New York Times,George,https://www.realclearpolitics.com/2018/06/18/in_the_balkans_a_chance_to_stabilize_europe_445177.html
2018/06/18,Why Tariffs on Chinese Goods Make Sense,RealClearPolitics,Scott Paul,https://www.realclearpolitics.com/2018/06/18/why_tariffs_on_chinese_goods_make_sense_445232.html
